ID_code,price,carat,cut,color,clarity,depth,table,x,y,z
train_1612,7107,1.31,Very Good,G,SI2,62.2,58.0,7.05,6.98,4.36
train_1613,5556,1.21,Very Good,G,SI2,59.6,60.0,6.92,6.94,4.13
train_1614,3652,0.95,Premium,H,SI2,58.8,60.0,6.45,6.38,3.77
train_1615,4889,0.75,Very Good,E,VVS1,62.3,57.0,5.73,5.83,3.6
train_1616,629,0.36,Ideal,F,VS2,61.5,55.0,4.57,4.6,2.82
train_1617,3353,0.73,Very Good,E,VS1,62.1,60.0,5.71,5.79,3.57
train_1618,3562,0.93,Very Good,I,VS1,62.5,58.0,6.2,6.25,3.89
train_1619,2039,0.71,Very Good,G,SI1,58.2,57.0,5.89,5.93,3.44
train_1620,7162,1.51,Premium,I,SI2,62.6,59.0,7.28,7.31,4.57
train_1621,3774,0.9,Premium,G,SI1,60.6,61.0,6.21,6.16,3.75
train_1622,4321,0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78
train_1623,1013,0.36,Premium,E,VS2,,58.0,4.56,4.54,2.82
train_1624,10424,2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56
train_1625,3089,0.73,Ideal,G,SI1,61.9,55.0,5.76,5.8,3.58
train_1626,2604,0.71,Very Good,G,SI1,60.2,58.0,5.71,5.75,3.45
train_1627,4338,1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81
train_1628,827,0.41,Good,F,VS1,64.4,57.0,4.67,4.71,3.02
train_1629,2334,0.77,Very Good,F,SI2,59.7,57.0,5.97,6.05,3.59
train_1630,705,0.25,Ideal,F,VVS2,61.7,56.0,4.06,4.07,2.51
train_1631,6445,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07
train_1632,2400,0.8,Fair,G,SI2,67.1,56.0,5.76,5.73,3.85
train_1633,4158,0.9,Premium,F,SI1,61.2,59.0,6.19,6.16,3.78
train_1634,5335,1.09,Premium,H,SI1,59.8,60.0,6.72,6.66,4.0
train_1635,807,0.35,Ideal,G,VS2,61.3,56.0,4.55,4.58,2.8
train_1636,8225,1.02,Ideal,E,VS2,61.0,56.0,6.53,6.51,3.98
train_1637,544,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74
train_1638,761,0.3,Premium,H,VVS1,61.3,58.0,4.32,4.3,2.64
train_1639,524,0.32,Good,E,SI1,,56.0,4.34,4.38,2.77
train_1640,1072,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0
train_1641,18295,2.01,Ideal,H,SI1,62.1,55.0,8.12,8.07,5.03
train_1642,1381,0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3
train_1643,2298,0.7,Good,D,SI1,64.2,60.0,5.59,5.62,3.6
train_1644,499,0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68
train_1645,12085,1.51,Premium,G,VS1,63.0,59.0,7.24,7.19,4.55
train_1646,3219,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62
train_1647,1243,0.51,Very Good,F,SI2,62.3,55.0,5.13,5.15,3.2
train_1648,10888,1.01,Premium,E,VVS1,61.6,58.0,6.57,6.45,4.01
train_1649,923,0.45,Ideal,H,SI1,61.6,56.0,4.94,4.96,3.05
train_1650,14105,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56
train_1651,954,0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88
train_1652,6362,1.26,Ideal,G,SI2,61.8,57.0,6.93,6.95,4.29
train_1653,13069,2.23,Premium,J,SI1,62.1,59.0,8.29,8.33,5.16
train_1654,2348,0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7
train_1655,3655,1.11,Premium,D,I1,61.9,58.0,6.66,6.63,4.11
train_1656,17476,2.01,Very Good,H,SI1,,60.0,8.25,8.2,4.94
train_1657,570,0.3,Ideal,F,VS1,62.6,57.0,4.29,4.34,2.7
train_1658,2368,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65
train_1659,814,0.3,Good,E,VVS2,59.8,64.0,4.34,4.29,2.58
train_1660,4138,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87
train_1661,8698,1.2,Ideal,G,VS1,62.4,57.1,6.72,6.79,4.23
train_1662,4093,1.08,Ideal,J,VS2,62.3,56.0,6.6,6.53,4.09
train_1663,2464,0.7,Very Good,E,SI2,,59.0,5.7,5.74,3.52
train_1664,2801,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0
train_1665,6216,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99
train_1666,2753,0.74,Good,D,SI1,63.1,59.0,5.71,5.74,3.61
train_1667,819,0.34,Very Good,G,VVS1,61.7,56.0,4.49,4.51,2.78
train_1668,521,0.34,Very Good,H,VS2,60.0,58.0,4.52,4.56,2.72
train_1669,9596,1.53,Premium,J,IF,61.1,58.0,7.45,7.41,4.54
train_1670,5408,1.11,Premium,G,SI1,62.3,58.0,6.61,6.52,4.09
train_1671,8794,1.04,Ideal,G,VVS1,62.2,55.0,6.51,6.48,4.04
train_1672,8400,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59
train_1673,4462,1.02,Fair,H,VS2,64.6,61.0,6.32,6.24,4.06
train_1674,5458,0.91,Ideal,E,SI1,61.9,55.0,6.21,6.23,3.85
train_1675,1121,0.5,Premium,G,SI2,62.6,58.0,5.09,5.03,3.17
train_1676,3239,0.73,Ideal,I,VVS1,61.8,57.0,5.75,5.77,3.56
train_1677,969,0.41,Ideal,F,SI1,62.9,56.0,4.73,4.71,2.97
train_1678,2818,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55
train_1679,6295,1.01,Ideal,G,VS2,59.6,59.0,6.52,6.57,3.9
train_1680,1398,0.51,Very Good,D,SI1,62.2,58.0,5.08,5.11,3.17
train_1681,16874,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1
train_1682,2768,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48
train_1683,4242,1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97
train_1684,6872,1.2,Very Good,F,SI1,63.5,57.0,6.65,6.74,4.25
train_1685,969,0.41,Ideal,F,SI1,62.7,57.0,4.74,4.7,2.96
train_1686,2351,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63
train_1687,1292,0.57,Ideal,H,SI1,61.8,54.0,5.35,5.37,3.31
train_1688,8820,1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6
train_1689,426,0.25,Ideal,H,VS1,61.9,54.0,4.07,4.1,2.53
train_1690,8791,1.5,Very Good,H,SI1,61.5,62.0,7.24,7.3,4.47
train_1691,12539,1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25
train_1692,418,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63
train_1693,17010,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17
train_1694,1608,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29
train_1695,2705,0.7,Premium,D,SI1,58.2,60.0,5.79,5.75,3.36
train_1696,1024,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95
train_1697,863,0.41,Ideal,F,VS2,61.8,57.0,4.73,4.78,2.94
train_1698,5416,1.5,Good,H,SI2,63.8,57.0,7.21,7.14,4.58
train_1699,3145,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94
train_1700,716,0.31,Ideal,F,VVS2,61.2,56.0,4.4,4.43,2.7
train_1701,4310,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21
train_1702,3300,0.7,Ideal,G,VS1,60.8,56.0,5.73,5.8,3.51
train_1703,4914,1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21
train_1704,3759,0.72,Ideal,F,VS1,61.4,56.0,5.75,5.79,3.54
train_1705,5952,1.12,Premium,H,VS1,62.1,58.0,6.64,6.6,4.11
train_1706,945,0.32,Ideal,F,VVS2,61.6,55.0,4.41,4.42,2.72
train_1707,9878,1.21,Very Good,G,VVS2,60.4,56.0,6.96,6.91,4.19
train_1708,6622,1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99
train_1709,12226,2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03
train_1710,566,0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58
train_1711,10728,1.56,Ideal,H,SI1,62.4,54.0,7.48,7.43,4.65
train_1712,7702,1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31
train_1713,5154,0.73,Ideal,F,VVS1,61.9,56.0,5.75,5.79,3.57
train_1714,11189,1.5,Premium,H,VS1,59.9,60.0,7.44,7.39,4.44
train_1715,6300,1.5,Very Good,E,SI2,63.5,60.0,7.19,7.12,4.54
train_1716,1265,0.51,Very Good,F,SI1,62.0,54.0,5.15,5.18,3.2
train_1717,1178,0.5,Premium,D,SI2,58.5,60.0,5.21,5.19,3.04
train_1718,8796,1.2,Premium,F,VS2,60.4,59.0,6.91,6.89,4.17
train_1719,1123,0.4,Very Good,D,VS1,62.9,56.0,4.67,4.71,2.95
train_1720,3710,0.71,Ideal,F,VS1,61.9,56.0,5.69,5.72,3.53
train_1721,3478,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55
train_1722,6850,1.24,Premium,H,VS2,61.2,59.0,6.89,6.93,4.23
train_1723,7453,1.0,Very Good,E,VS1,63.0,56.0,6.39,6.41,4.03
train_1724,1007,0.41,Ideal,G,VVS2,61.1,55.0,4.8,4.83,2.94
train_1725,1100,0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87
train_1726,1372,0.42,Ideal,E,VS1,60.9,57.0,4.83,4.86,2.95
train_1727,6569,1.2,Ideal,H,SI1,62.2,58.0,6.81,6.77,4.22
train_1728,2898,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64
train_1729,602,0.32,Premium,H,VVS2,62.2,58.0,4.33,4.38,2.71
train_1730,687,0.33,Ideal,H,VVS1,61.4,53.0,4.5,4.55,2.78
train_1731,2275,0.66,Good,F,VS2,61.5,60.8,5.55,5.6,3.43
train_1732,2803,0.71,Premium,F,VS2,62.6,58.0,5.7,5.67,3.56
train_1733,573,0.31,Ideal,H,SI1,62.7,56.0,4.38,4.33,2.73
train_1734,6969,1.2,Good,E,SI1,64.0,61.0,6.61,6.67,4.25
train_1735,2961,0.74,Ideal,H,VVS2,61.2,57.0,5.79,5.85,3.56
train_1736,507,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78
train_1737,1907,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61
train_1738,2708,1.09,Premium,I,SI2,62.3,62.0,6.63,6.57,4.11
train_1739,16499,2.01,Premium,I,SI1,61.5,60.0,8.12,8.01,4.96
train_1740,4562,1.22,Premium,I,VS2,61.6,59.0,6.86,6.81,4.21
train_1741,4677,1.74,Very Good,H,I1,63.2,55.0,7.62,7.59,4.8
train_1742,1046,0.31,Premium,G,VVS1,61.1,58.0,4.35,4.32,2.65
train_1743,4390,1.12,Premium,I,SI1,60.6,60.0,6.77,6.73,4.09
train_1744,2889,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58
train_1745,683,0.41,Ideal,D,SI2,62.6,55.0,4.76,4.8,2.99
train_1746,842,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.4,2.73
train_1747,16021,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31
train_1748,553,0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68
train_1749,2596,0.7,Premium,D,SI2,60.6,58.0,5.75,5.7,3.47
train_1750,5407,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26
train_1751,2537,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56
train_1752,5987,1.0,Very Good,D,SI1,59.3,61.0,6.45,6.5,3.84
train_1753,807,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95
train_1754,1981,0.54,Ideal,G,VVS2,61.9,57.0,5.22,5.25,3.24
train_1755,5645,1.0,Premium,D,SI1,60.3,60.0,6.31,6.26,3.79
train_1756,580,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55
train_1757,16937,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3
train_1758,11370,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61
train_1759,8938,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59
train_1760,816,0.31,Very Good,E,VVS2,60.8,55.0,4.38,4.43,2.68
train_1761,775,0.41,Premium,E,SI1,60.4,59.0,4.8,4.75,2.88
train_1762,1753,0.53,Ideal,F,VS2,61.5,55.0,5.27,5.2,3.22
train_1763,620,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55
train_1764,1551,0.55,Ideal,E,SI1,,56.0,5.23,5.26,3.27
train_1765,6091,2.06,Good,H,I1,64.3,58.0,8.03,7.99,5.15
train_1766,8164,1.3,Premium,F,SI1,61.4,59.0,7.01,6.97,4.29
train_1767,17649,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57
train_1768,3713,1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89
train_1769,6890,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6
train_1770,11400,2.0,Good,I,SI2,64.2,52.0,7.91,7.88,5.07
train_1771,2243,0.62,Ideal,D,VS2,61.2,56.0,5.49,5.52,3.37
train_1772,743,0.33,Premium,G,VS2,60.9,56.0,4.5,4.46,2.73
train_1773,17339,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46
train_1774,1311,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17
train_1775,2817,0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53
train_1776,3007,0.71,Ideal,G,SI1,61.6,57.0,5.73,5.76,3.54
train_1777,4625,0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87
train_1778,3336,0.75,Ideal,F,SI1,61.8,56.0,5.84,5.87,3.62
train_1779,686,0.42,Ideal,G,SI2,62.3,55.0,4.8,4.83,3.0
train_1780,1569,0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29
train_1781,13811,1.51,Ideal,G,VS1,62.8,56.0,7.29,7.24,4.56
train_1782,17674,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02
train_1783,8598,1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44
train_1784,610,0.3,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72
train_1785,4064,1.12,Premium,J,SI1,62.7,55.0,6.65,6.61,4.16
train_1786,624,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66
train_1787,10284,1.59,Ideal,H,SI1,61.4,55.0,7.56,7.51,4.63
train_1788,540,0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69
train_1789,1793,0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22
train_1790,4682,1.09,Premium,D,SI2,62.2,59.0,6.49,6.46,4.03
train_1791,957,0.56,Very Good,J,SI1,60.3,59.0,5.3,5.34,3.21
train_1792,1128,0.51,Good,H,VS2,61.8,65.0,5.07,5.02,3.12
train_1793,4962,1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1
train_1794,5002,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02
train_1795,1358,0.43,Ideal,F,VVS1,62.0,57.0,4.81,4.84,2.99
train_1796,753,0.4,Premium,G,VS2,60.4,58.0,4.75,4.78,2.88
train_1797,791,0.37,Premium,F,SI1,,59.0,4.61,4.57,2.86
train_1798,568,0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87
train_1799,692,0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7
train_1800,2949,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79
train_1801,3567,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89
train_1802,1200,0.4,Premium,D,VS1,60.9,58.0,4.81,4.78,2.92
train_1803,544,0.31,Very Good,H,VS1,61.5,61.0,4.31,4.34,2.66
train_1804,1438,0.51,Very Good,E,SI1,62.8,56.0,5.07,5.15,3.21
train_1805,4188,0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92
train_1806,821,0.39,Very Good,F,VS2,62.4,58.0,4.61,4.65,2.89
train_1807,1176,0.56,Premium,G,SI1,61.7,58.0,5.31,5.29,3.27
train_1808,3824,1.14,Ideal,F,I1,61.7,57.0,6.7,6.67,4.13
train_1809,1998,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61
train_1810,579,0.33,Ideal,I,VVS2,62.4,57.0,4.41,4.44,2.76
train_1811,7395,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22
train_1812,855,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96
train_1813,1002,0.33,Ideal,D,VS2,62.5,55.0,4.45,4.41,2.77
train_1814,698,0.31,Premium,E,SI1,59.1,59.0,4.44,4.42,2.62
train_1815,16626,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83
train_1816,843,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79
train_1817,489,0.31,Very Good,H,VS2,63.0,57.0,4.32,4.34,2.73
train_1818,1013,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65
train_1819,3507,0.81,Very Good,G,VS1,63.1,58.0,5.92,5.96,3.75
train_1820,971,0.39,Very Good,F,VS1,62.0,56.0,4.72,4.64,2.9
train_1821,1629,0.5,Premium,E,VS2,62.6,60.0,5.03,5.0,3.14
train_1822,491,0.26,Premium,G,VS1,61.3,60.0,4.12,4.07,2.51
train_1823,1815,0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19
train_1824,3377,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58
train_1825,1342,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35
train_1826,7270,1.73,Premium,I,SI2,61.1,62.0,7.64,7.54,4.64
train_1827,18374,2.01,Good,G,SI1,60.1,61.0,8.04,8.12,4.86
train_1828,5257,1.2,Very Good,J,VS1,,59.0,6.67,6.72,4.26
train_1829,6499,1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01
train_1830,675,0.3,Premium,H,VS1,62.0,58.0,4.28,4.24,2.64
train_1831,912,0.4,Very Good,E,VS2,62.2,58.0,4.67,4.72,2.92
train_1832,612,0.28,Ideal,E,VVS2,60.7,57.0,4.22,4.25,2.57
train_1833,1103,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97
train_1834,17024,2.01,Very Good,E,SI2,,60.0,8.2,8.24,4.84
train_1835,665,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71
train_1836,5855,1.23,Ideal,I,SI1,62.0,57.0,6.91,6.87,4.27
train_1837,10860,1.7,Premium,E,SI1,58.2,62.0,7.86,7.81,4.56
train_1838,576,0.32,Ideal,I,VS2,63.0,57.0,4.37,4.33,2.74
train_1839,7257,1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97
train_1840,5813,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06
train_1841,6683,1.02,Premium,G,VS1,61.0,58.0,6.55,6.49,3.98
train_1842,1944,0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58
train_1843,698,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74
train_1844,1654,0.53,Ideal,I,IF,62.1,55.0,5.18,5.22,3.23
train_1845,2657,0.8,Ideal,G,SI2,63.0,56.0,5.85,5.9,3.7
train_1846,1395,0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2
train_1847,862,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.31,2.65
train_1848,883,0.32,Ideal,G,IF,62.3,54.0,4.39,4.4,2.74
train_1849,6279,1.29,Premium,I,VS2,62.2,57.0,7.01,6.97,4.35
train_1850,10078,1.6,Very Good,H,SI1,63.1,58.0,7.45,7.39,4.68
train_1851,633,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52
train_1852,498,0.25,Good,E,VVS1,61.4,62.0,4.03,4.05,2.48
train_1853,591,0.32,Very Good,H,SI1,63.1,58.0,4.36,4.33,2.74
train_1854,2041,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25
train_1855,7651,1.19,Ideal,H,VVS2,61.6,56.0,6.78,6.86,4.2
train_1856,514,0.28,Ideal,H,VVS2,61.2,55.0,4.18,4.22,2.57
train_1857,1127,0.56,Ideal,G,SI2,61.0,57.0,5.34,5.32,3.25
train_1858,514,0.28,Very Good,D,VS1,62.4,56.0,4.15,4.18,2.6
train_1859,709,0.3,Premium,D,SI1,62.1,58.0,4.28,4.25,2.65
train_1860,6565,1.33,Premium,G,SI2,60.3,58.0,7.16,7.19,4.33
train_1861,1690,0.61,Ideal,D,SI2,59.9,57.0,5.55,5.53,3.32
train_1862,628,0.35,Ideal,I,VVS1,61.6,55.0,4.55,4.58,2.81
train_1863,892,0.35,Very Good,G,IF,62.1,54.0,4.53,4.57,2.82
train_1864,2369,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6
train_1865,5437,1.33,Premium,H,SI2,61.0,59.0,7.1,7.06,4.32
train_1866,6856,1.09,Ideal,G,VS1,62.5,56.0,6.63,6.55,4.12
train_1867,571,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81
train_1868,8869,1.01,Ideal,G,IF,60.8,59.0,6.47,6.5,3.94
train_1869,3528,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03
train_1870,13250,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41
train_1871,689,0.34,Ideal,H,VS2,61.7,57.0,4.48,4.46,2.76
train_1872,621,0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65
train_1873,394,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68
train_1874,673,0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68
train_1875,1771,0.7,Good,H,SI1,64.2,58.0,5.59,5.62,3.6
train_1876,6746,1.5,Good,J,SI2,60.9,62.0,7.3,7.32,4.45
train_1877,5923,1.27,Good,I,VS2,63.3,63.0,6.82,6.87,4.33
train_1878,741,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88
train_1879,6613,1.02,Ideal,H,VVS2,62.0,56.0,6.42,6.45,3.99
train_1880,626,0.34,Ideal,D,SI1,61.5,53.0,4.51,4.53,2.78
train_1881,1746,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17
train_1882,2964,1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07
train_1883,4871,1.09,Ideal,H,SI1,61.9,56.0,6.64,6.61,4.1
train_1884,1585,0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23
train_1885,6651,1.09,Good,H,VVS2,58.8,61.0,6.72,6.78,3.97
train_1886,921,0.42,Ideal,G,VS1,62.7,54.0,4.8,4.83,3.02
train_1887,807,0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03
train_1888,1608,0.57,Ideal,E,SI1,62.1,56.0,5.3,5.33,3.3
train_1889,4980,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94
train_1890,702,0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7
train_1891,749,0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69
train_1892,1143,0.41,Very Good,F,VVS1,63.3,55.0,4.7,4.74,2.99
train_1893,591,0.32,Premium,H,SI1,60.9,60.0,4.43,4.4,2.69
train_1894,435,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7
train_1895,1096,0.38,Ideal,F,VVS1,62.4,54.0,4.66,4.7,2.92
train_1896,5902,1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9
train_1897,2858,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51
train_1898,7049,1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09
train_1899,2841,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56
train_1900,583,0.31,Ideal,G,VS1,61.9,55.0,4.36,4.37,2.7
train_1901,1205,0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89
train_1902,1429,0.52,Ideal,E,SI1,61.4,57.0,5.18,5.15,3.17
train_1903,8549,1.27,Premium,G,VS2,61.0,60.0,6.93,6.97,4.24
train_1904,2495,0.8,Ideal,F,SI2,62.0,57.0,5.96,5.98,3.7
train_1905,7140,1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17
train_1906,9474,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57
train_1907,2923,0.87,Ideal,H,SI1,62.5,57.0,6.13,6.06,3.81
train_1908,493,0.31,Ideal,G,SI1,62.1,54.0,4.34,4.36,2.7
train_1909,3084,0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6
train_1910,850,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68
train_1911,1664,0.59,Ideal,E,SI1,62.0,55.0,5.37,5.4,3.34
train_1912,772,0.41,Good,E,VS2,58.1,59.0,4.89,4.95,2.86
train_1913,624,0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67
train_1914,3635,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58
train_1915,6733,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95
train_1916,2316,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49
train_1917,1141,0.5,Premium,H,SI1,60.2,61.0,5.16,5.14,3.1
train_1918,1080,0.4,Ideal,F,VS2,62.0,57.0,4.74,4.68,2.92
train_1919,605,0.3,Premium,G,VS1,59.6,59.0,4.34,4.38,2.6
train_1920,2456,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59
train_1921,4119,0.9,Very Good,F,SI1,62.7,59.0,6.12,6.16,3.85
train_1922,2302,0.59,Very Good,F,VVS2,63.5,59.0,5.28,5.3,3.36
train_1923,13015,1.2,Very Good,E,VVS1,61.3,60.0,6.77,6.84,4.17
train_1924,4549,1.01,Good,F,SI1,63.5,57.0,6.29,6.33,4.01
train_1925,4155,1.06,Premium,F,SI1,61.9,59.0,6.57,6.52,4.05
train_1926,1917,0.71,Very Good,J,SI1,63.5,58.0,5.63,5.67,3.59
train_1927,803,0.34,Ideal,D,SI1,61.5,53.0,4.53,4.51,2.78
train_1928,689,0.34,Ideal,H,VS2,62.5,54.0,4.54,4.49,2.82
train_1929,2226,0.71,Very Good,I,VS1,62.9,59.0,5.68,5.71,3.58
train_1930,1289,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0
train_1931,666,0.38,Ideal,G,SI1,61.3,56.0,4.63,4.67,2.85
train_1932,5710,1.03,Ideal,E,SI1,62.0,53.0,6.5,6.47,4.02
train_1933,1129,0.43,Ideal,G,VVS2,61.4,55.0,4.88,4.83,2.98
train_1934,802,0.31,Premium,G,VS1,61.8,59.0,4.35,4.32,2.68
train_1935,11635,2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98
train_1936,3325,0.7,Ideal,H,VVS2,61.0,56.0,5.75,5.78,3.52
train_1937,1949,0.7,Fair,G,SI1,66.0,53.0,5.53,5.47,3.63
train_1938,17095,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07
train_1939,2075,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3
train_1940,1135,0.43,Ideal,E,VVS2,60.8,57.0,4.9,4.87,2.97
train_1941,2528,0.58,Ideal,G,IF,62.1,56.0,5.35,5.37,3.32
